prompt,target
"ceritakan masa kecil Sultan Hasanuddin? Sultan Hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme. Sejak kecil, ia dididik dengan nilai-nilai kepemimpinan dan keberanian, serta mengamati ayahnya, Sultan Malikussaid, yang memerintah dengan bijaksana. Pendidikan ini membentuk karakter Hasanuddin sebagai pemimpin yang tangguh dan berani.",sultan hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme
"cerita masa kecil Sultan Hasanuddin? Sultan Hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme. Sejak kecil, ia dididik dengan nilai-nilai kepemimpinan dan keberanian, serta mengamati ayahnya, Sultan Malikussaid, yang memerintah dengan bijaksana. Pendidikan ini membentuk karakter Hasanuddin sebagai pemimpin yang tangguh dan berani.",sultan hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme
"jabarkan masa kecil Sultan Hasanuddin? Sultan Hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme. Sejak kecil, ia dididik dengan nilai-nilai kepemimpinan dan keberanian, serta mengamati ayahnya, Sultan Malikussaid, yang memerintah dengan bijaksana. Pendidikan ini membentuk karakter Hasanuddin sebagai pemimpin yang tangguh dan berani.",sultan hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme
"Bagaimana masa kecil Sultan Hasanuddin? Sultan Hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme. Sejak kecil, ia dididik dengan nilai-nilai kepemimpinan dan keberanian, serta mengamati ayahnya, Sultan Malikussaid, yang memerintah dengan bijaksana. Pendidikan ini membentuk karakter Hasanuddin sebagai pemimpin yang tangguh dan berani.",sultan hasanuddin tumbuh dalam lingkungan kerajaan yang kental dengan semangat keberanian dan patriotisme
"Cerita biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"bagaimana biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"biografi Sultan Hasanuddin Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"apa biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"jelaskan biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"apa biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"gimana biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
